Primary Key,Title,Opening,OpenTheater,MaxTheater,Gross,OpeningvsGrossPercent,OpeningTheaterVsMax,ReleaseSeason,Budget,Distributor,Brand,Franchise,MPAA,Runtime,Genres
2524,Catch and Release,7658898,1622,1622,15539051,0.492880678,1,Winter,25000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG-13,124,"Comedy
 
 Drama
 
 Romance"
2525,Alpha Dog,6412775,1289,1292,15309602,0.418872744,0.997678019,Winter,95000000,"Universal Pictures
        
    ",(None),(None),R,122,"Biography
 
 Crime
 
 Drama
 
 Thriller"
2526,The Invasion,5951409,2776,2776,15074191,0.394807854,1,Summer,80000000,"Warner Bros.
        
    ",Vertigo Entertainment,(None),PG-13,99,"Sci-Fi
 
 Thriller"
2527,Lions for Lambs,6702434,2215,2216,15002854,0.446743933,0.999548736,Holiday,35000000,"United Artists
        
    ",(None),(None),R,92,"Crime
 
 Drama
 
 Mystery
 
 Thriller
 
 War"
2529,Awake,5856872,2002,2023,14377198,0.407372285,0.989619377,Holiday,8600000,(None),(None),(None),R,84,"Crime
 
 Drama
 
 Mystery
 
 Thriller"
2530,Hot Rod,5310711,2607,2607,13938332,0.381014816,1,Summer,25000000,"Paramount Pictures
        
    ",Saturday Night Live - Alumni Debuts,(None),PG-13,88,"Comedy
 
 Sport"
2531,Firehouse Dog,3838916,2860,2881,13932383,0.27553908,0.992710864,Spring,,"Twentieth Century Fox
        
    ",(None),(None),PG,111,"Action
 
 Comedy
 
 Family"
2533,The Comebacks,5554594,2812,2812,13349927,0.416076732,1,Fall,,"Fox Atomic
        
    ",(None),(None),PG-13,107,"Comedy
 
 Sport"
2534,Daddy Day Camp,3402678,2332,2332,13235267,0.257091753,1,Summer,6000000,"Revolution Studios
        
    ",(None),(None),Not Rated,89,"Comedy
 
 Family"
2535,Shoot 'Em Up,5450000,2108,2108,12807139,0.42554391,1,Fall,39000000,"New Line Cinema
        
    ",(None),(None),R,86,"Action
 
 Comedy
 
 Thriller"
2536,I Think I Love My Wife,5674802,1776,1794,12550605,0.452153661,0.989966555,Spring,11000000,"Fox Searchlight Pictures
        
    ",(None),(None),R,94,"Comedy
 
 Drama
 
 Romance"
2537,Evening,3513000,977,979,12492481,0.281209153,0.997957099,Summer,30000000,"Focus Features
        
    ",(None),(None),PG-13,117,"Drama
 
 Romance"
2538,The Darjeeling Limited,2444980,698,698,11902715,0.205413639,1,Fall,16000000,"Fox Searchlight Pictures
        
    ",Wes Anderson,(None),R,91,"Adventure
 
 Comedy
 
 Drama"
2539,Sydney White,5196380,2104,2106,11892415,0.436949097,0.999050332,Fall,16500000,"Universal Pictures
        
    ",(None),(None),PG-13,108,"Comedy
 
 Drama
 
 Romance"
2541,In the Land of Women,4712341,2155,2155,11052958,0.426342071,1,Spring,10000000,"Warner Bros.
        
    ",(None),(None),PG-13,97,"Comedy
 
 Drama
 
 Romance"
2542,The Astronaut Farmer,4454319,2155,2155,11003643,0.404804027,1,Winter,13000000,"Warner Bros.
        
    ",(None),(None),PG,104,"Adventure
 
 Drama
 
 Sci-Fi"
2543,Dragon Wars: D-War,5376000,2277,2277,10977721,0.489719132,1,Fall,32000000,"Freestyle Releasing
        
    ",(None),(None),PG-13,107,"Action
 
 Drama
 
 Fantasy
 
 Horror
 
 Thriller"
2544,Primeval,6048315,2444,2444,10597734,0.570717759,1,Winter,,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),R,93,"Action
 
 Adventure
 
 Crime
 
 Horror
 
 War"
2546,Pathfinder,5001214,1720,1756,10232081,0.488777796,0.979498861,Spring,45000000,"Twentieth Century Fox
        
    ",(None),(None),R,99,"Action
 
 Adventure
 
 Drama
 
 War"
2547,Bratz,4208455,1509,1509,10010209,0.420416297,1,Summer,20000000,"Lionsgate
        
    ",(None),(None),PG,110,"Comedy
 
 Family
 
 Music"
2548,Rendition,1670000,2250,2250,9736045,0.171527556,1,Fall,27500000,"New Line Cinema
        
    ",(None),(None),R,122,"Drama
 
 Thriller"
2549,Death Sentence,4231321,1822,1823,9534258,0.443801814,0.999451454,Summer,20000000,"Twentieth Century Fox
        
    ",(None),(None),R,105,"Action
 
 Crime
 
 Thriller"
2551,Black Snake Moan,4143199,1252,1253,9396870,0.440912666,0.999201915,Spring,15000000,"Paramount Vantage
        
    ",(None),(None),R,116,"Drama
 
 Music"
2552,A Mighty Heart,3948863,1355,1355,9176787,0.430309977,1,Summer,16000000,"Paramount Vantage
        
    ",(None),(None),R,108,"Biography
 
 Drama
 
 History
 
 Thriller
 
 War"
2553,The Seeker: The Dark Is Rising,3745315,3141,3173,8794452,0.425872471,0.989914907,Fall,45000000,"Twentieth Century Fox
        
    ",Walden Media,(None),PG,99,"Adventure
 
 Drama
 
 Family
 
 Fantasy
 
 Thriller"
2555,Code Name: The Cleaner,4300000,1736,1736,8135024,0.52857865,1,Winter,20000000,"New Line Cinema
        
    ",(None),(None),PG-13,84,"Action
 
 Comedy
 
 Crime"
2556,Delta Farce,3420645,1931,1931,8130530,0.420716116,1,Summer,,"Lionsgate
        
    ",(None),(None),PG-13,90,"Action
 
 Adventure
 
 Comedy"
2559,Martian Child,3650000,2020,2020,7500310,0.486646552,1,Holiday,27000000,"New Line Cinema
        
    ",(None),(None),PG,106,"Comedy
 
 Drama
 
 Family"
2560,I Know Who Killed Me,3506291,1320,1320,7498716,0.467585517,1,Summer,12000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),R,106,"Horror
 
 Mystery
 
 Thriller"
2561,The Condemned,3807595,2310,2310,7371706,0.516514766,1,Spring,20000000,"Lionsgate
        
    ",(None),(None),R,114,"Action
 
 Crime
 
 Thriller"
2562,The Hoax,1634475,1069,1069,7164995,0.228119489,1,Spring,25000000,"Miramax
        
    ",(None),(None),R,116,"Biography
 
 Comedy
 
 Drama
 
 History"
2563,The Orphanage,2686978,707,707,7161284,0.375208971,1,Holiday,4000000,"Picturehouse
        
    ",(None),(None),R,105,"Adventure
 
 Drama
 
 Horror
 
 Mystery
 
 Thriller"
2565,Pride,3533300,1518,1518,7057600,0.500637611,1,Spring,,"Lionsgate
        
    ",CBS Films,(None),PG,109,"Drama
 
 Sport"
2566,Bug,3245556,1661,1661,7025810,0.46194759,1,Summer,4000000,"Lionsgate
        
    ",(None),(None),R,102,"Drama
 
 Horror
 
 Thriller"
2567,Redline,3962385,1607,1607,6881022,0.575842513,1,Spring,26000000,"Chicago Pictures
        
    ",(None),(None),PG-13,102,Action
2568,In the Valley of Elah,2089765,762,978,6777741,0.308327657,0.779141104,Fall,23000000,"Warner Independent Pictures (WIP)
        
    ",(None),(None),R,121,"Crime
 
 Drama
 
 Mystery"
2572,The Last Legion,2746312,2002,2002,5933494,0.46284904,1,Summer,67000000,"The Weinstein Company
        
    ",(None),(None),PG-13,101,"Action
 
 Adventure
 
 History
 
 War"
2573,Feel the Noise,3187153,1015,1020,5898393,0.540342598,0.995098039,Fall,,(None),(None),(None),PG-13,86,"Drama
 
 Music"
2574,The Perfect Holiday,2283360,1307,1307,5812781,0.392817139,1,Holiday,,"Yari Film Group Releasing
        
    ",(None),(None),PG,96,"Comedy
 
 Family
 
 Fantasy
 
 Romance"
2575,Lucky You,2710445,2525,2525,5758950,0.470649163,1,Summer,55000000,"Warner Bros.
        
    ",(None),(None),PG-13,124,"Drama
 
 Romance
 
 Sport"
2576,Who's Your Caddy?,2756661,1019,1019,5713425,0.48248835,1,Summer,7000000,(None),(None),(None),Not Rated,93,"Comedy
 
 Sport"
2577,Aqua Teen Hunger Force Colon Movie Film for Theaters,3088000,877,877,5520368,0.559382998,1,Spring,750000,"First Look International
        
    ",(None),(None),R,86,"Action
 
 Adventure
 
 Animation
 
 Comedy
 
 Fantasy
 
 Sci-Fi"
2580,Love in the Time of Cholera,1915000,852,852,4607608,0.415616954,1,Holiday,50000000,"New Line Cinema
        
    ",(None),(None),R,139,"Drama
 
 Romance"
2582,The Lookout,2007000,955,955,4600585,0.436248868,1,Spring,16000000,"Miramax
        
    ",(None),(None),R,99,"Crime
 
 Drama
 
 Thriller"
2601,Pirates of the Caribbean: Dead Man's Chest,135634554,4133,4133,423315812,0.320409846,1,Summer,225000000,"Walt Disney Studios Motion Pictures
        
    ",(None),Pirates of the Carribean,PG-13,151,"Action
 
 Adventure
 
 Fantasy"
2602,Night at the Museum,30433781,3685,3768,250863268,0.12131621,0.977972399,Holiday,110000000,"Twentieth Century Fox
        
    ",(None),(None),PG,108,"Adventure
 
 Comedy
 
 Family
 
 Fantasy"
2603,Cars,60119509,3985,3988,244082982,0.246307664,0.999247743,Summer,120000000,"Walt Disney Studios Motion Pictures
        
    ",Pixar,Cars,Not Rated,117,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Sport"
2604,X-Men: The Last Stand,102750665,3690,3714,234362462,0.438426291,0.993537964,Summer,210000000,"Twentieth Century Fox
        
    ",Marvel Comics,X-Men,PG-13,104,"Action
 
 Adventure
 
 Sci-Fi"
2605,The Da Vinci Code,77073388,3735,3757,217536138,0.354301537,0.994144264,Summer,125000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),Da Vinci Code,PG-13,149,"Mystery
 
 Thriller"
2606,Superman Returns,52535096,4065,4065,200081192,0.262568888,1,Summer,270000000,"Warner Bros.
        
    ",DC Comics,Superman,PG-13,154,"Action
 
 Adventure
 
 Sci-Fi"
2607,Happy Feet,41533432,3804,3804,198000317,0.209764472,1,Holiday,100000000,"Warner Bros.
        
    ",(None),Happy Feet,PG,108,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Music
 
 Musical
 
 Romance"
2608,Ice Age 2: The Meltdown,68033544,3964,3969,195330621,0.34829943,0.998740237,Spring,80000000,"Twentieth Century Fox
        
    ",Blue Sky,Ice Age,PG,91,"Adventure
 
 Animation
 
 Comedy
 
 Family"
2609,Casino Royale,40833156,3434,3443,167445960,0.243858711,0.997386001,Holiday,150000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),James Bond,PG-13,144,"Action
 
 Adventure
 
 Thriller"
2610,The Pursuit of Happyness,26541709,2852,3169,163566459,0.162268653,0.899968444,Holiday,55000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG-13,117,"Biography
 
 Drama"
2611,Over the Hedge,38457003,4059,4093,155019340,0.248078743,0.991693135,Summer,80000000,"DreamWorks
        
    ",DreamWorks Animation,(None),PG,83,"Adventure
 
 Animation
 
 Comedy
 
 Family"
2612,Talladega Nights: The Ballad of Ricky Bobby,47042215,3803,3807,148213377,0.317395204,0.998949304,Summer,72500000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG-13,108,"Comedy
 
 Sport"
2613,Click,40011365,3749,3764,137355633,0.291297591,0.996014878,Summer,82500000,"Revolution Studios
        
    ",Adam Sandler,(None),PG-13,107,"Comedy
 
 Drama
 
 Fantasy
 
 Romance"
2614,Mission: Impossible III,47743273,4054,4059,134029801,0.356213862,0.998768169,Summer,150000000,"Paramount Pictures
        
    ",Bad Robot,Mission Impossible,PG-13,126,"Action
 
 Adventure
 
 Thriller"
2615,The Departed,26887467,3017,3017,132384315,0.203101606,1,Fall,90000000,"Warner Bros.
        
    ",Martin Scorcese ,(None),R,151,"Crime
 
 Drama
 
 Thriller"
2616,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,26455463,837,2611,128505958,0.205869544,0.320566833,Holiday,18000000,"Twentieth Century Fox
        
    ",Sacha Baron Cohen,(None),R,84,Comedy
2617,The Devil Wears Prada,27537244,2847,2882,124740460,0.220756313,0.987855656,Summer,35000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,109,"Comedy
 
 Drama"
2618,The Break-Up,39172785,3070,3146,118703275,0.330005933,0.975842339,Summer,52000000,"Universal Pictures
        
    ",(None),(None),PG-13,106,"Comedy
 
 Drama
 
 Romance"
2619,Dreamgirls,22340320,852,2797,103365956,0.216128413,0.304612084,Holiday,80000000,"DreamWorks
        
    ",(None),(None),PG-13,130,"Drama
 
 Music
 
 Musical"
2620,Scary Movie 4,40222875,3602,3674,90710620,0.44341969,0.980402831,Spring,45000000,(None),Parody,Scary Movie,PG-13,83,Comedy
2621,Failure to Launch,24411322,3057,3202,88715192,0.27516507,0.954715803,Spring,50000000,"Paramount Pictures
        
    ",(None),(None),PG-13,97,"Comedy
 
 Romance"
2622,Inside Man,28954945,2818,2867,88513495,0.327124638,0.982908964,Spring,45000000,"Universal Pictures
        
    ",(None),(None),R,129,"Crime
 
 Drama
 
 Mystery
 
 Thriller"
2623,Open Season,23624548,3833,3833,85105259,0.277592105,1,Fall,85000000,"Sony Pictures Entertainment (SPE)
        
    ",Sony Pictures Animation,(None),PG,86,"Adventure
 
 Animation
 
 Comedy
 
 Family"
2624,The Santa Clause 3: The Escape Clause,19504038,3458,3458,84500122,0.230816685,1,Holiday,12000000,"Walt Disney Studios Motion Pictures
        
    ",(None),The Santa Clause,G,97,"Adventure
 
 Comedy
 
 Family
 
 Fantasy"
2625,Charlotte's Web,11457353,3566,3745,82985708,0.138064171,0.952202937,Holiday,85000000,"Paramount Pictures
        
    ",Walden Media,(None),G,97,"Adventure
 
 Comedy
 
 Family
 
 Fantasy"
2626,The Pink Panther,20220412,3477,3477,82226474,0.245911213,1,Winter,80000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),Pink Panther,PG,93,"Adventure
 
 Comedy
 
 Crime
 
 Mystery"
2627,Eight Below,20188176,3066,3122,81612565,0.247366028,0.98206278,Winter,40000000,"Walt Disney Studios Motion Pictures
        
    ",Vertigo Entertainment,(None),PG,120,"Adventure
 
 Drama
 
 Family"
2628,Saw III,33610391,3167,3167,80238724,0.418879929,1,Fall,10000000,"Lionsgate
        
    ",(None),Saw,R,108,"Crime
 
 Horror
 
 Mystery
 
 Thriller"
2629,Nacho Libre,28309599,3070,3083,80197993,0.352996352,0.995783328,Summer,35000000,"Paramount Pictures
        
    ",Nickelodeon,(None),PG,92,"Comedy
 
 Family
 
 Sport"
2630,"You, Me and Dupree",21525560,3131,3137,75628110,0.284623799,0.998087345,Summer,54000000,"Universal Pictures
        
    ",(None),(None),PG-13,110,"Comedy
 
 Romance"
2631,Eragon,23239907,3020,3030,75030163,0.309740857,0.99669967,Holiday,100000000,"Twentieth Century Fox
        
    ",(None),(None),PG,104,"Action
 
 Adventure
 
 Family
 
 Fantasy"
2632,Monster House,22217226,3553,3553,73661010,0.301614463,1,Summer,75000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG,91,"Animation
 
 Comedy
 
 Family
 
 Fantasy
 
 Mystery"
2633,Jackass Number Two,29002002,3059,3063,72778712,0.398495675,0.998694091,Fall,11500000,"Paramount Pictures
        
    ",MTV,Jackass,R,92,"Action
 
 Comedy
 
 Documentary"
2634,Barnyard,15820864,3311,3311,72637803,0.217804825,1,Summer,51000000,"Paramount Pictures
        
    ",Nickelodeon,(None),PG,90,"Adventure
 
 Animation
 
 Comedy
 
 Drama
 
 Family"
2635,RV,16414767,3639,3651,71726025,0.228853711,0.996713229,Spring,50000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG,99,"Adventure
 
 Comedy
 
 Family"
2636,V for Vendetta,25642340,3365,3365,70511035,0.363664212,1,Spring,54000000,"Warner Bros.
        
    ",DC Comics,(None),R,132,"Action
 
 Drama
 
 Sci-Fi
 
 Thriller"
2637,World Trade Center,18730762,2957,3021,70278893,0.266520447,0.978814962,Summer,65000000,"Paramount Pictures
        
    ",(None),(None),PG-13,129,"Drama
 
 History
 
 Thriller"
2638,Rocky Balboa,12158168,3017,3019,70270943,0.173018427,0.999337529,Holiday,24000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),Rocky,PG,102,"Action
 
 Drama
 
 Sport"
2639,Big Momma's House 2,27736056,3261,3261,70165972,0.395292123,1,Winter,40000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,99,"Comedy
 
 Crime"
2640,Step Up,20659573,2467,2647,65328121,0.316243184,0.931998489,Summer,12000000,"Walt Disney Studios Motion Pictures
        
    ",(None),Step Up,PG-13,104,"Crime
 
 Drama
 
 Music
 
 Romance"
2641,Flushed Away,18814323,3707,3707,64665672,0.290947614,1,Holiday,149000000,"DreamWorks
        
    ",DreamWorks Animation,(None),PG,85,"Action
 
 Adventure
 
 Animation
 
 Comedy
 
 Drama
 
 Family
 
 Romance"
2642,Deja Vu,20574802,3108,3108,64038616,0.321287424,1,Holiday,75000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,126,"Action
 
 Crime
 
 Sci-Fi
 
 Thriller"
2643,Miami Vice,25723815,3021,3026,63450470,0.405415673,0.998347654,Summer,135000000,"Universal Pictures
        
    ",(None),(None),R,132,"Action
 
 Adventure
 
 Crime
 
 Drama
 
 Thriller"
2644,Madea's Family Reunion,30030661,2194,2194,63257940,0.474733464,1,Winter,6000000,"Lionsgate
        
    ",Tyler Perry,Madea,PG-13,107,"Comedy
 
 Drama
 
 Romance"
2645,The Holiday,12778913,2610,2698,63224849,0.202118521,0.967383247,Holiday,85000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG-13,136,"Comedy
 
 Romance"
2646,The Fast and the Furious: Tokyo Drift,23973840,3027,3030,62514415,0.383492991,0.999009901,Summer,85000000,"Universal Pictures
        
    ",(None),The Fast and the Furious,PG-13,104,"Action
 
 Crime
 
 Thriller"
2647,Underworld: Evolution,26857181,3207,3207,62318875,0.430963829,1,Winter,45000000,"Screen Gems
        
    ",(None),Underworld,R,106,"Action
 
 Fantasy
 
 Thriller"
2648,The Shaggy Dog,16310058,3501,3501,61123569,0.266837462,1,Spring,1250000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG,98,"Comedy
 
 Family
 
 Fantasy"
2649,Poseidon,22155410,3555,3555,60674817,0.365150009,1,Summer,160000000,"Warner Bros.
        
    ",(None),(None),PG-13,98,"Action
 
 Adventure
 
 Thriller"
2650,The Good Shepherd,9912110,2215,2250,59952835,0.165331798,0.984444444,Holiday,80000000,"Universal Pictures
        
    ",(None),(None),R,167,"Drama
 
 History
 
 Thriller"
2651,Little Miss Sunshine,8442780,691,1602,59891098,0.140968863,0.43133583,Summer,8000000,"Fox Searchlight Pictures
        
    ",(None),(None),R,101,"Comedy
 
 Drama"
2652,The Benchwarmers,19656429,3274,3282,59843754,0.328462499,0.997562462,Spring,33000000,"Revolution Studios
        
    ",(None),(None),PG-13,85,"Comedy
 
 Sport"
2653,Little Man,21613176,2533,2537,58645052,0.368542192,0.998423335,Summer,64000000,"Revolution Studios
        
    ",(None),(None),PG-13,98,"Comedy
 
 Crime"
2654,Curious George,14703405,2566,2609,58360760,0.251939916,0.983518589,Winter,50000000,"Universal Pictures
        
    ",(None),(None),Not Rated,87,"Adventure
 
 Animation
 
 Comedy
 
 Family"
2655,Invincible,17031122,2917,2987,57806952,0.294620654,0.976565116,Summer,30000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG,105,"Biography
 
 Drama
 
 Sport"
2656,Blood Diamond,8648324,1910,1920,57377916,0.150725655,0.994791667,Holiday,100000000,"Warner Bros.
        
    ",(None),(None),R,143,"Adventure
 
 Drama
 
 Thriller"
2657,The Queen,3391590,653,1850,56441711,0.060090134,0.352972973,Fall,15000000,"Miramax
        
    ",(None),(None),PG-13,103,"Biography
 
 Drama"
2658,The Guardian,18006064,3241,3241,55011732,0.327313163,1,Fall,70000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),Not Rated,139,"Action
 
 Adventure
 
 Drama"
2659,The Omen,16026496,2723,2723,54607383,0.293485883,1,Summer,25000000,"Twentieth Century Fox
        
    ",(None),(None),R,110,"Drama
 
 Fantasy
 
 Horror
 
 Mystery
 
 Thriller"
2660,Final Destination 3,20125000,2880,2880,54098051,0.372009705,1,Winter,25000000,"New Line Cinema
        
    ",(None),Final Destination,R,93,"Horror
 
 Mystery
 
 Thriller"
2661,The Prestige,14801808,2281,2305,53089891,0.278806525,0.989587852,Fall,40000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,130,"Drama
 
 Mystery
 
 Thriller"
2662,The Lake House,13616196,2645,2645,52330111,0.26019811,1,Summer,40000000,"Warner Bros.
        
    ",Vertigo Entertainment,(None),PG,99,"Drama
 
 Fantasy
 
 Romance"
2663,Apocalypto,15005604,2465,2465,50866635,0.294998952,1,Holiday,40000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),R,139,"Action
 
 Adventure
 
 Drama
 
 Thriller"
2664,Firewall,13635463,2840,2840,48751189,0.279694983,1,Winter,50000000,"Warner Bros.
        
    ",(None),(None),PG-13,105,"Action
 
 Crime
 
 Thriller"
2665,Date Movie,19076261,2896,2898,48548426,0.392932636,0.999309869,Winter,20000000,"Twentieth Century Fox
        
    ",Parody,(None),PG-13,83,"Comedy
 
 Romance"
2666,When a Stranger Calls,21607203,2999,3004,47860214,0.451464822,0.998335553,Winter,15000000,"Screen Gems
        
    ",(None),(None),PG-13,87,"Horror
 
 Thriller"
