Primary Key,Title,Opening,OpenTheater,MaxTheater,Gross,OpeningvsGrossPercent,OpeningTheaterVsMax,ReleaseSeason,Budget,Distributor,Brand,Franchise,MPAA,Runtime,Genres
2351,Cadillac Records,3445559,687,701,8195551,0.420418224,0.980028531,Holiday,12000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),R,109,"Biography
 
 Drama
 
 Music"
2352,Punisher: War Zone,4271451,2508,2508,8050977,0.53055064,1,Holiday,35000000,"Lionsgate
        
    ",Marvel Comics,Punisher,R,103,"Action
 
 Crime
 
 Drama
 
 Thriller"
2353,Miracle at St. Anna,3477996,1185,1185,7919117,0.439189874,1,Fall,45000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),R,160,"Action
 
 Drama
 
 War"
2354,City of Ember,3129473,2022,2023,7873007,0.397493994,0.999505685,Fall,55000000,"Twentieth Century Fox
        
    ",Walden Media,(None),PG,90,"Adventure
 
 Family
 
 Fantasy
 
 Sci-Fi"
2356,Expelled: No Intelligence Allowed,2970848,1052,1052,7720487,0.384800596,1,Spring,3500000,"Rocky Mountain Pictures
        
    ",(None),(None),PG,97,Documentary
2358,Over Her Dead Body,4600000,1977,1977,7563670,0.608170372,1,Winter,10000000,"New Line Cinema
        
    ",(None),(None),PG-13,95,"Comedy
 
 Fantasy
 
 Romance"
2359,Nothing Like the Holidays,3531664,1671,1671,7503736,0.470654085,1,Holiday,,"Overture Films
        
    ",(None),(None),PG-13,98,"Comedy
 
 Drama
 
 Romance"
2360,How She Move,3957471,1531,1531,7070641,0.5597047,1,Winter,17000000,"Paramount Vantage
        
    ",MTV,(None),PG-13,94,Drama
2361,Big Fat Important Movie,3810000,1639,1639,7013191,0.543261976,1,Fall,20000000,"Vivendi Entertainment
        
    ",(None),(None),PG-13,83,"Comedy
 
 Fantasy"
2362,Strange Wilderness,3001719,1208,1211,6575282,0.456515629,0.997522709,Winter,20000000,"Paramount Classics
        
    ",(None),(None),R,87,"Adventure
 
 Comedy"
2364,The Rocker,2636048,2784,2784,6409528,0.411270221,1,Summer,15000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,102,"Comedy
 
 Music"
2366,Run Fatboy Run,2340743,1133,1133,6003262,0.389911851,1,Spring,10000000,"Picturehouse
        
    ",(None),(None),PG-13,100,"Comedy
 
 Romance
 
 Sport"
2368,RocknRolla,2702952,826,826,5700626,0.474150032,1,Fall,18000000,"Warner Bros.
        
    ",Dark Castle,(None),R,114,"Action
 
 Crime
 
 Thriller"
2371,Hamlet 2,2506949,1597,1597,4886216,0.51306553,1,Summer,9000000,"Focus Features
        
    ",(None),(None),R,92,"Comedy
 
 Music"
2372,In the Name of the King: A Dungeon Siege Tale,3265000,1632,1632,4775656,0.683675709,1,Winter,,"Freestyle Releasing
        
    ",(None),(None),PG-13,127,"Action
 
 Adventure
 
 Fantasy
 
 Thriller
 
 War"
2373,College,2153109,2123,2124,4694636,0.458631724,0.99952919,Summer,7000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),(None),R,94,Comedy
2374,Deception,2312146,2001,2001,4598506,0.502803737,1,Spring,,"Twentieth Century Fox
        
    ",(None),(None),R,107,"Crime
 
 Drama
 
 Mystery
 
 Thriller"
2375,Flash of Genius,2251075,1098,1098,4442377,0.506727592,1,Fall,20000000,"Universal Pictures
        
    ",(None),(None),PG-13,119,"Biography
 
 Drama"
2376,Witless Protection,2116692,1333,1354,4161625,0.508621512,0.984490399,Winter,7500000,"Lionsgate
        
    ",(None),(None),PG-13,99,"Comedy
 
 Crime"
2379,Charlie Bartlett,1836256,1122,1122,3951699,0.464675068,1,Winter,12000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),(None),R,97,"Comedy
 
 Drama
 
 Romance"
2385,Blindness,1950260,1690,1690,3351751,0.581863032,1,Fall,25000000,"Miramax
        
    ",(None),(None),R,121,"Drama
 
 Mystery
 
 Sci-Fi
 
 Thriller"
2391,How to Lose Friends & Alienate People,1430294,1750,1750,2778752,0.514725316,1,Fall,28000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),(None),R,110,"Biography
 
 Comedy
 
 Drama
 
 Romance"
2394,Redbelt,1508994,1379,1379,2345941,0.643236126,1,Summer,7000000,"Sony Pictures Classics
        
    ",(None),(None),R,99,"Drama
 
 Sport"
2401,Spider-Man 3,151116516,4252,4324,336530303,0.449042819,0.983348751,Summer,258000000,"Sony Pictures Entertainment (SPE)
        
    ",Marvel Comics,Spider-Man,PG-13,139,"Action
 
 Adventure
 
 Sci-Fi"
2402,Shrek the Third,121629270,4122,4172,322719944,0.376887987,0.98801534,Summer,160000000,"DreamWorks
        
    ",DreamWorks Animation,Shrek,PG,93,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy
 
 Romance"
2403,Transformers,70502384,4011,4050,319246193,0.220840171,0.99037037,Summer,150000000,"DreamWorks
        
    ",Hasbro,Transformers,PG-13,144,"Action
 
 Adventure
 
 Sci-Fi"
2404,Pirates of the Caribbean: At World's End,114732820,4362,4362,309420425,0.370799116,1,Summer,300000000,"Walt Disney Studios Motion Pictures
        
    ",(None),Pirates of the Carribean,PG-13,169,"Action
 
 Adventure
 
 Fantasy"
2405,Harry Potter and the Order of the Phoenix,77108414,4285,4285,292004738,0.264065626,1,Summer,150000000,"Warner Bros.
        
    ",Harry Potter,Harry Potter,PG-13,138,"Action
 
 Adventure
 
 Family
 
 Fantasy
 
 Mystery"
2406,I Am Legend,77211321,3606,3648,256393010,0.301144407,0.988486842,Holiday,150000000,"Warner Bros.
        
    ",(None),(None),PG-13,101,"Action
 
 Drama
 
 Sci-Fi
 
 Thriller"
2407,The Bourne Ultimatum,69283690,3660,3701,227471070,0.304582424,0.988921913,Summer,110000000,"Universal Pictures
        
    ",Robert Ludlum,Jason Bourne,PG-13,115,"Action
 
 Mystery
 
 Thriller"
2408,National Treasure: Book of Secrets,44783772,3832,3832,219964115,0.203595809,1,Holiday,130000000,"Walt Disney Studios Motion Pictures
        
    ",(None),National Treasure,PG,124,"Action
 
 Adventure
 
 Mystery
 
 Thriller"
2409,Alvin and the Chipmunks,44307417,3475,3499,217326974,0.203874449,0.993140897,Holiday,60000000,"Twentieth Century Fox
        
    ",(None),Alvin and the Chipmunks,PG,92,"Adventure
 
 Animation
 
 Comedy
 
 Drama
 
 Family
 
 Fantasy
 
 Music
 
 Musical"
2410,300,70885301,3103,3280,210614939,0.3365635,0.946036585,Spring,65000000,"Warner Bros.
        
    ",Dark Horse Comics,300,R,117,"Action
 
 Drama"
2411,Ratatouille,47027395,3940,3940,206445654,0.227795519,1,Summer,150000000,"Walt Disney Studios Motion Pictures
        
    ",Pixar,(None),G,111,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy"
2412,The Simpsons Movie,74036787,3922,3926,183135014,0.40427434,0.998981151,Summer,75000000,"Twentieth Century Fox
        
    ",Simpsons,(None),PG-13,87,"Adventure
 
 Animation
 
 Comedy"
2413,Wild Hogs,39699023,3287,3401,168273550,0.235919567,0.966480447,Spring,60000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,100,"Action
 
 Adventure
 
 Comedy"
2414,Knocked Up,30690990,2871,2975,148768917,0.206299747,0.965042017,Summer,30000000,"Universal Pictures
        
    ",Seth Rogen,(None),R,129,"Comedy
 
 Drama
 
 Romance"
2415,Juno,12396542,998,2534,143495265,0.086389903,0.393843725,Holiday,7500000,"Fox Searchlight Pictures
        
    ",(None),(None),PG-13,96,"Comedy
 
 Drama"
2416,Rush Hour 3,50237000,3778,3778,140125968,0.358513134,1,Summer,140000000,"New Line Cinema
        
    ",(None),Rush Hour,PG-13,91,"Action
 
 Comedy
 
 Crime
 
 Thriller"
2417,Live Free or Die Hard,33369559,3408,3411,134529403,0.248046585,0.999120493,Summer,110000000,"Twentieth Century Fox
        
    ",(None),Die Hard,PG-13,128,"Action
 
 Thriller"
2418,Fantastic 4: Rise of the Silver Surfer,58051684,3959,3963,131921738,0.440046386,0.998990664,Summer,130000000,"Twentieth Century Fox
        
    ",Marvel Comics,Fantastic Four,PG,92,"Action
 
 Adventure
 
 Fantasy
 
 Sci-Fi"
2419,American Gangster,43565135,3054,3110,130164645,0.334692535,0.981993569,Holiday,100000000,"Universal Pictures
        
    ",(None),(None),R,157,"Biography
 
 Crime
 
 Drama"
2420,Enchanted,34440317,3730,3730,127807262,0.269470736,1,Holiday,85000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG,107,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy
 
 Musical
 
 Romance"
2421,Bee Movie,38021044,3928,3984,126631277,0.300250024,0.985943775,Holiday,150000000,"DreamWorks
        
    ",DreamWorks Animation,(None),PG,91,"Adventure
 
 Animation
 
 Comedy
 
 Drama
 
 Family"
2422,Superbad,33052411,2948,3069,121463226,0.272118666,0.960573477,Summer,20000000,"Sony Pictures Entertainment (SPE)
        
    ",Seth Rogen,(None),R,113,Comedy
2423,I Now Pronounce You Chuck & Larry,34233750,3495,3501,120059556,0.285139735,0.998286204,Summer,85000000,"Universal Pictures
        
    ",Adam Sandler,(None),PG-13,115,"Comedy
 
 Romance"
2424,Hairspray,27800000,3121,3121,118871849,0.233865295,1,Summer,75000000,"New Line Cinema
        
    ",(None),(None),PG,117,"Comedy
 
 Drama
 
 Musical
 
 Romance"
2425,Blades of Glory,33014202,3372,3467,118594548,0.27837875,0.972598789,Spring,61000000,"DreamWorks
        
    ",MTV,(None),PG-13,93,"Comedy
 
 Sport"
2426,Ocean's Thirteen,36133403,3565,3565,117154724,0.308424635,1,Summer,85000000,"Warner Bros.
        
    ",(None),Ocean's,PG-13,122,"Crime
 
 Thriller"
2427,Ghost Rider,45388836,3619,3620,115802596,0.391950073,0.999723757,Winter,110000000,"Sony Pictures Entertainment (SPE)
        
    ",Marvel Comics,Ghost Rider,PG-13,110,"Action
 
 Fantasy
 
 Thriller"
2428,Evan Almighty,31192615,3604,3636,100462298,0.310490757,0.99119912,Summer,175000000,"Universal Pictures
        
    ",(None),(None),PG,96,"Comedy
 
 Family
 
 Fantasy"
2429,Meet the Robinsons,25123781,3413,3435,97822171,0.256831153,0.993595342,Spring,150000000,"Walt Disney Studios Motion Pictures
        
    ",Walt Disney Animation Studios,(None),G,95,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Music
 
 Musical
 
 Sci-Fi"
2430,Norbit,34195434,3136,3145,95673607,0.357417631,0.997138315,Winter,60000000,"DreamWorks
        
    ",(None),(None),PG-13,103,"Comedy
 
 Romance"
2431,The Bucket List,26135720,2911,2915,93466502,0.279626598,0.998627787,Holiday,45000000,"Warner Bros.
        
    ",(None),(None),PG-13,97,"Adventure
 
 Comedy
 
 Drama"
2432,The Game Plan,22950971,3103,3342,90648202,0.253187272,0.928485937,Fall,22000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG,110,"Comedy
 
 Family
 
 Sport"
2433,Beowulf,27515871,3153,3249,82280579,0.334415136,0.970452447,Holiday,150000000,"Paramount Pictures
        
    ",(None),(None),PG-13,115,"Action
 
 Adventure
 
 Animation
 
 Fantasy"
2434,Bridge to Terabithia,22564612,3139,3210,82272442,0.274266953,0.97788162,Winter,17000000,"Walt Disney Studios Motion Pictures
        
    ",Walden Media,(None),PG,96,"Drama
 
 Family
 
 Fantasy"
2435,Disturbia,22224982,2925,3132,80209692,0.277085991,0.933908046,Spring,20000000,"DreamWorks
        
    ",(None),(None),PG-13,105,"Crime
 
 Drama
 
 Mystery
 
 Thriller"
2436,No Country for Old Men,6704957,860,2037,74283625,0.090261575,0.422189494,Holiday,25000000,"Miramax
        
    ",Cohen Brothers,(None),R,122,"Crime
 
 Drama
 
 Thriller"
2437,Fred Claus,18515473,3603,3603,72006777,0.257135144,1,Holiday,100000000,"Warner Bros.
        
    ",(None),(None),PG,116,"Comedy
 
 Family
 
 Fantasy"
2438,1408,20617667,2678,2733,71985628,0.286413657,0.979875595,Summer,25000000,(None),Stephen King,(None),PG-13,104,"Fantasy
 
 Horror
 
 Mystery"
2439,The Golden Compass,26125000,3528,3528,70107728,0.372640802,1,Holiday,180000000,"New Line Cinema
        
    ",(None),(None),PG-13,113,"Adventure
 
 Family
 
 Fantasy"
2440,Charlie Wilson's War,9656250,2575,2594,66661095,0.144855856,0.992675405,Holiday,75000000,"Universal Pictures
        
    ",(None),(None),R,102,"Biography
 
 Comedy
 
 Drama
 
 History"
2441,Saw IV,31756764,3183,3183,63300095,0.501685882,1,Fall,10000000,"Lionsgate
        
    ",(None),Saw,R,93,"Crime
 
 Horror
 
 Mystery
 
 Thriller"
2442,Stomp the Yard,21833312,2051,2169,61356221,0.355845123,0.945597049,Winter,13000000,"Screen Gems
        
    ",(None),(None),PG-13,115,"Drama
 
 Music
 
 Romance"
2443,Surf's Up,17640249,3528,3531,58867694,0.299659249,0.999150382,Summer,100000000,"Sony Pictures Entertainment (SPE)
        
    ",Sony Pictures Animation,(None),PG,85,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Sport"
2444,Halloween (2007),26362367,3472,3475,58272029,0.452401735,0.999136691,Summer,15000000,(None),Blumhouse Productions,Halloween,R,109,Horror
2445,Tyler Perry's Why Did I Get Married?,21353789,2011,2034,55204525,0.386812295,0.988692232,Fall,15000000,"Lionsgate
        
    ",Tyler Perry,(None),PG-13,113,"Comedy
 
 Drama"
2446,TMNT,24255205,3110,3120,54149098,0.447933685,0.996794872,Spring,34000000,"Warner Bros.
        
    ",(None),TMNT,PG,87,"Action
 
 Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy
 
 Sci-Fi"
2447,P.S. I Love You,6481221,2454,2471,53695808,0.120702551,0.993120194,Holiday,30000000,"Warner Bros.
        
    ",(None),(None),PG-13,126,"Comedy
 
 Drama
 
 Romance"
2448,3:10 to Yuma,14035033,2652,3006,53606916,0.261813849,0.882235529,Fall,55000000,"Lionsgate
        
    ",(None),(None),R,122,"Action
 
 Crime
 
 Drama
 
 Western"
2449,Sweeney Todd: The Demon Barber of Fleet Street,9300805,1249,1507,52898073,0.175825025,0.828798938,Holiday,50000000,"DreamWorks
        
    ",Tim Burton-Johnny Depp,(None),R,116,"Drama
 
 Horror
 
 Musical
 
 Thriller"
2450,Atonement,6216016,950,1400,50927067,0.122057216,0.678571429,Holiday,30000000,"Focus Features
        
    ",(None),(None),R,123,"Drama
 
 Mystery
 
 Romance
 
 War"
2451,Resident Evil: Extinction,23678580,2828,2848,50648679,0.467506369,0.992977528,Fall,45000000,"Screen Gems
        
    ",(None),Resident Evil,R,94,"Action
 
 Adventure
 
 Horror
 
 Sci-Fi
 
 Thriller"
2452,Music and Lyrics,13623630,2955,2955,50572589,0.269387632,1,Winter,40000000,"Warner Bros.
        
    ",(None),(None),PG-13,104,"Comedy
 
 Music
 
 Romance"
2453,Are We Done Yet?,14262724,2877,2944,49662533,0.287192842,0.977241848,Spring,28000000,"Revolution Studios
        
    ",(None),(None),PG,92,"Comedy
 
 Family
 
 Fantasy"
2454,This Christmas,17958183,1858,1921,49121934,0.365583794,0.967204581,Holiday,13000000,"Screen Gems
        
    ",Christmas,(None),PG-13,119,"Comedy
 
 Drama
 
 Romance"
2455,Michael Clayton,13809107,2511,2585,49033882,0.281623776,0.971373308,Fall,21500000,"Warner Bros.
        
    ",(None),(None),R,119,"Crime
 
 Drama
 
 Mystery
 
 Thriller"
2456,Premonition,17558689,2831,2831,47852604,0.36693278,1,Spring,20000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG-13,96,"Drama
 
 Fantasy
 
 Mystery
 
 Thriller"
2457,Dan in Real Life,11809445,1921,1941,47642963,0.247873857,0.989696033,Fall,25000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,98,"Comedy
 
 Drama
 
 Romance"
2458,The Kingdom,17135055,2793,2836,47536778,0.360458906,0.9848378,Fall,70000000,"Universal Pictures
        
    ",(None),(None),R,110,"Action
 
 Drama
 
 Thriller"
2459,Shooter,14523571,2806,2806,47003582,0.3089886,1,Spring,61000000,"Paramount Pictures
        
    ",(None),(None),R,124,"Action
 
 Drama
 
 Thriller"
2460,License to Wed,10422258,2604,2715,43799818,0.237952085,0.959116022,Summer,35000000,"Warner Bros.
        
    ",(None),(None),PG-13,91,"Comedy
 
 Romance"
2461,Underdog,11585121,3013,3013,43760605,0.264738593,1,Summer,25000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG,100,"Action
 
 Adventure
 
 Comedy
 
 Family
 
 Fantasy
 
 Sci-Fi"
2462,No Reservations,11704357,2425,2425,43107979,0.271512543,1,Summer,28000000,"Warner Bros.
        
    ",(None),(None),PG,104,"Comedy
 
 Drama
 
 Romance"
2463,Because I Said So,13122865,2526,2529,42674040,0.307514006,0.99881376,Winter,39000000,"Universal Pictures
        
    ",(None),(None),PG-13,102,"Comedy
 
 Romance"
2464,Aliens vs. Predator: Requiem,10059425,2611,2617,41797066,0.240672994,0.997707298,Holiday,40000000,"Twentieth Century Fox
        
    ",Dark Horse Comics,Alien,R,94,"Action
 
 Adventure
 
 Horror
 
 Sci-Fi
 
 Thriller"
2465,The Water Horse,9186054,2772,2777,40946255,0.22434418,0.998199496,Holiday,40000000,"Revolution Studios
        
    ",Walden Media,(None),PG,112,"Adventure
 
 Family
 
 Fantasy"
2466,There Will Be Blood,6507532,885,1620,40222514,0.161788296,0.546296296,Holiday,25000000,"Paramount Vantage
        
    ",(None),(None),R,158,Drama
2467,Epic Movie,18612544,2801,2840,39739367,0.468365387,0.986267606,Winter,20000000,"Twentieth Century Fox
        
    ",Parody,(None),PG-13,86,"Adventure
 
 Comedy
 
 Fantasy"
2468,Hitman (2008),13180769,2458,2468,39687694,0.332112241,0.995948136,Holiday,24000000,"Twentieth Century Fox
        
    ",(None),(None),R,100,"Action
 
 Crime
 
 Thriller"
2469,30 Days of Night,15951902,2855,2859,39569000,0.403141399,0.998600909,Fall,30000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),R,113,"Action
 
 Horror
 
 Thriller"
2470,Fracture,11180000,2443,2443,39015018,0.28655632,1,Spring,10000000,"New Line Cinema
        
    ",(None),(None),R,113,"Crime
 
 Drama
 
 Thriller"
2471,Stardust,9169779,2540,2565,38634938,0.237344214,0.990253411,Summer,70000000,"Paramount Pictures
        
    ",(None),(None),PG-13,127,"Adventure
 
 Family
 
 Fantasy
 
 Romance"
2472,The Brave One,13471488,2755,2837,36793804,0.366134689,0.971096228,Fall,70000000,"Warner Bros.
        
    ",(None),(None),R,122,"Action
 
 Crime
 
 Drama
 
 Thriller"
2473,The Heartbreak Kid,14022105,3229,3233,36787257,0.381167452,0.998762759,Fall,60000000,"DreamWorks
        
    ",(None),(None),R,116,"Comedy
 
 Romance"
2474,Freedom Writers,9405582,1360,2286,36605602,0.256943787,0.594925634,Winter,21000000,"Paramount Pictures
        
    ",MTV,(None),PG-13,123,"Biography
 
 Crime
 
 Drama"
2475,Smokin' Aces,14638755,2218,2219,35787686,0.409044469,0.999549347,Winter,17000000,"Universal Pictures
        
    ",(None),(None),R,109,"Action
 
 Comedy
 
 Crime
 
 Drama
 
 Thriller"
2476,The Messengers,14713321,2528,2529,35374833,0.415926232,0.999604587,Winter,16000000,"Screen Gems
        
    ",(None),(None),PG-13,90,"Drama
 
 Horror
 
 Mystery"
2477,The Number 23,15107000,2759,2759,35193167,0.429259464,1,Winter,30000000,"New Line Cinema
        
    ",(None),(None),R,98,"Crime
 
 Mystery
 
 Thriller"
2478,Good Luck Chuck,13652001,2612,2612,35017297,0.3898645,1,Fall,25000000,"Lionsgate
        
    ",(None),(None),R,101,"Comedy
 
 Romance"
2479,Mr. Bean's Holiday,9889780,1714,1778,33302167,0.296971065,0.964004499,Summer,25000000,"Universal Pictures
        
    ",(None),(None),G,90,"Comedy
 
 Family"
2480,Breach,10504990,1489,1505,33231264,0.316117678,0.989368771,Winter,23000000,"Universal Pictures
        
    ",(None),(None),PG-13,110,"Biography
 
 Crime
 
 Drama
 
 History
 
 Thriller"
2481,Zodiac,13395610,2362,2379,33080084,0.40494486,0.99285414,Spring,65000000,"Paramount Pictures
        
    ",(None),(None),R,157,"Crime
 
 Drama
 
 Mystery
 
 Thriller"
2482,Balls of Fury,11352123,3052,3081,32886940,0.345186357,0.990587472,Summer,,"Rogue Pictures
        
    ",(None),(None),PG-13,90,"Comedy
 
 Crime
 
 Sport"
2483,Mr. Magorium's Wonder Emporium,9630085,3164,3168,32061555,0.300362381,0.998737374,Holiday,65000000,"Twentieth Century Fox
        
    ",Walden Media,(None),G,93,"Comedy
 
 Family
 
 Fantasy"
2484,August Rush,9421369,2310,2310,31664162,0.29754045,1,Holiday,25000000,"Warner Bros.
        
    ",(None),(None),PG,114,"Drama
 
 Music"
2485,Daddy's Little Girls,11210754,2111,2111,31366978,0.357406251,1,Winter,10000000,"Lionsgate
        
    ",Tyler Perry,(None),PG-13,100,"Drama
 
 Romance"
2486,The Great Debaters,6005180,1171,1290,30236407,0.198607592,0.907751938,Holiday,15000000,(None),(None),(None),PG-13,126,"Biography
 
 Drama
 
 Romance"
2487,28 Weeks Later,9807292,2303,2305,28638916,0.342446341,0.999132321,Summer,15000000,"Fox Atomic
        
    ",(None),(None),R,100,"Action
 
 Adventure
 
 Horror
 
 Sci-Fi"
2488,We Own the Night,10826287,2362,2402,28563179,0.379029484,0.983347211,Fall,21000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),R,117,"Action
 
 Crime
 
 Drama
 
 Thriller"
2489,Mr. Brooks,10017067,2453,2453,28549298,0.350869118,1,Summer,20000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),(None),R,120,"Crime
 
 Drama
 
 Thriller"
2490,Hannibal Rising,13051650,3003,3003,27670986,0.471672748,1,Winter,50000000,(None),(None),Hannibal Lecter,R,121,"Adventure
 
 Crime
 
 Drama
 
 Thriller
 
 War"
2491,The Nanny Diaries,7480927,2629,2636,25930652,0.288497451,0.997344461,Summer,20000000,(None),(None),(None),PG-13,106,"Comedy
 
 Drama
 
 Romance"
2492,Mr. Woodcock,9100000,2231,2237,25799486,0.352720205,0.997317836,Fall,22000000,"New Line Cinema
        
    ",(None),(None),PG-13,87,"Comedy
 
 Romance
 
 Sport"
2493,Nancy Drew,6832318,2612,2612,25612520,0.266756961,1,Summer,20000000,"Warner Bros.
        
    ",(None),(None),PG,99,"Comedy
 
 Crime
 
 Family
 
 Mystery
 
 Romance
 
 Thriller"
2494,The Mist,8931973,2423,2423,25594957,0.34897394,1,Holiday,18000000,(None),Stephen King,(None),R,126,"Horror
 
 Sci-Fi
 
 Thriller"
2495,The Reaping,10025203,2603,2603,25126214,0.398993776,1,Spring,40000000,"Warner Bros.
        
    ",Dark Castle,(None),R,99,"Horror
 
 Thriller"
2496,Grindhouse,11596613,2624,2629,25037897,0.463162421,0.998098136,Spring,67000000,(None),(None),(None),R,191,"Action
 
 Horror
 
 Thriller"
2497,Sicko,7737307,628,1117,24540079,0.315292669,0.562220233,Summer,9000000,"Lionsgate
        
    ",(None),(None),PG-13,123,"Documentary
 
 Drama"
2498,Across the Universe,5157990,954,964,24343673,0.211882159,0.989626556,Fall,70000000,"Revolution Studios
        
    ",(None),(None),PG-13,133,"Drama
 
 Fantasy
 
 History
 
 Music
 
 Musical
 
 Romance"
2499,Perfect Stranger,11206163,2661,2661,23984949,0.467216461,1,Spring,60000000,"Revolution Studios
        
    ",(None),(None),R,109,"Crime
 
 Mystery
 
 Thriller"
2501,Hot Fuzz,5837000,825,1272,23637265,0.246940583,0.648584906,Spring,16000000,"Rogue Pictures
        
    ",(None),Three Flavours Cornetto,R,121,"Action
 
 Comedy
 
 Mystery
 
 Thriller"
2502,War (2007),9820089,2277,2277,22486409,0.436712194,1,Summer,25000000,"Lionsgate
        
    ",(None),(None),R,103,"Action
 
 Crime
 
 Thriller"
2503,The Last Mimzy,10200000,3017,3017,21471047,0.475058343,1,Spring,,"New Line Cinema
        
    ",(None),(None),PG,90,"Action
 
 Adventure
 
 Drama
 
 Family
 
 Fantasy
 
 Sci-Fi"
2504,Amazing Grace,4305000,791,1162,21250683,0.202581724,0.680722892,Winter,29000000,"IDP Distribution
        
    ",Walden Media,(None),PG,118,"Biography
 
 Drama
 
 History
 
 Romance"
2505,The Hills Have Eyes 2,9686362,2447,2465,20804166,0.465597227,0.992697769,Spring,15000000,"Fox Atomic
        
    ",(None),(None),R,89,"Horror
 
 Thriller"
2506,The Invisible,7717309,2019,2019,20578909,0.375010599,1,Spring,30000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,102,"Crime
 
 Drama
 
 Fantasy
 
 Mystery
 
 Thriller"
2507,Reno 911! Miami,10273477,2702,2702,20342161,0.505033708,1,Winter,10000000,"Twentieth Century Fox
        
    ",(None),(None),R,80,"Comedy
 
 Crime"
2508,Gone Baby Gone,2299000,1713,1713,20300218,0.113250015,1,Fall,19000000,"Miramax
        
    ",(None),(None),R,114,"Crime
 
 Drama
 
 Mystery
 
 Thriller"
2509,Reign Over Me,7460690,1671,1747,19661987,0.379447408,0.956496852,Spring,20000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),R,124,Drama
2510,Vacancy,7603376,2551,2551,19363565,0.392664057,1,Spring,19000000,"Screen Gems
        
    ",(None),(None),R,85,"Horror
 
 Thriller"
2511,Georgia Rule,6773870,2523,2531,19103072,0.354595847,0.996839194,Summer,20000000,"Universal Pictures
        
    ",(None),(None),R,113,"Comedy
 
 Drama"
2512,Waitress,2937395,605,707,19074800,0.153993489,0.85572843,Summer,15000000,"Fox Searchlight Pictures
        
    ",(None),(None),PG-13,108,"Comedy
 
 Drama
 
 Romance"
2513,Becoming Jane,4548185,601,1210,18670946,0.243596923,0.496694215,Summer,16500000,"Miramax
        
    ",(None),(None),PG,120,"Biography
 
 Drama
 
 Romance"
2514,Into the Wild,3015902,658,660,18354356,0.164315327,0.996969697,Fall,20000000,"Paramount Vantage
        
    ",(None),(None),R,148,"Adventure
 
 Biography
 
 Drama"
2515,Walk Hard: The Dewey Cox Story,4174383,2650,2650,18317151,0.227894775,1,Holiday,35000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),R,96,"Comedy
 
 Music"
2516,Next,7133049,2725,2733,18211013,0.391688754,0.997072814,Spring,78000000,"Paramount Pictures
        
    ",Philip K. Dick,(None),PG-13,96,"Action
 
 Sci-Fi
 
 Thriller"
2517,Hostel: Part II,8203391,2350,2350,17609452,0.465851578,1,Summer,10200000,"Lionsgate
        
    ",(None),(None),R,94,Horror
2518,Eastern Promises,7540685,1404,1408,17266000,0.436736071,0.997159091,Fall,50000000,"Focus Features
        
    ",(None),(None),R,100,"Crime
 
 Drama
 
 Thriller"
2519,Dead Silence,7842725,1805,1806,16809076,0.466576806,0.99944629,Spring,20000000,"Universal Pictures
        
    ",(None),(None),R,89,"Horror
 
 Mystery
 
 Thriller"
2520,The Hitcher,8234000,2831,2836,16472961,0.49984942,0.998236953,Winter,79000000,"Rogue Pictures
        
    ",(None),(None),R,84,"Crime
 
 Thriller"
2521,Elizabeth: The Golden Age,6153075,2001,2006,16383509,0.375565149,0.997507478,Fall,55000000,"Universal Pictures
        
    ",(None),(None),PG-13,114,"Biography
 
 Drama
 
 History
 
 War"
2522,The Kite Runner,2276131,715,715,15800078,0.144058213,1,Holiday,20000000,"Paramount Vantage
        
    ",(None),(None),PG-13,128,Drama
2523,Happily N'Ever After,6608244,2381,2381,15589393,0.423893605,1,Winter,47000000,"Lionsgate
        
    ",(None),(None),PG,75,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy"
